flow,packet_count,total_bytes,avg_packet_len,small_packet_count,label
192.168.1.11:41931-192.168.1.12:80,4,813.0,203.25,3.0,1
192.168.1.11:41932-192.168.1.10:80,12,4988.0,415.6666666666667,0.0,2
192.168.1.11:41932-192.168.1.12:80,15,4595.0,306.3333333333333,5.0,2
192.168.1.11:41934-192.168.1.10:80,6,2492.0,415.3333333333333,0.0,2
192.168.1.11:41934-192.168.1.12:80,15,4792.0,319.46666666666664,5.0,2
192.168.1.11:41936-192.168.1.10:80,8,3322.0,415.25,0.0,2
192.168.1.11:41936-192.168.1.12:80,10,2950.0,295.0,3.0,2
192.168.1.11:41937-192.168.1.12:80,6,857.0,142.83333333333334,5.0,1
192.168.1.11:41938-192.168.1.10:80,5,1940.0,388.0,0.0,2
192.168.1.11:41938-192.168.1.12:80,14,3739.0,267.07142857142856,6.0,2
192.168.1.11:41939-192.168.1.12:80,4,673.0,168.25,3.0,1
192.168.1.11:41940-192.168.1.10:80,21,6094.0,290.1904761904762,8.0,2
192.168.1.11:41940-192.168.1.12:80,15,4620.0,308.0,5.0,2
192.168.1.11:41941-192.168.1.12:80,4,655.0,163.75,3.0,1
192.168.1.11:41942-192.168.1.10:80,11,4505.0,409.54545454545456,0.0,2
192.168.1.11:41942-192.168.1.12:80,11,3662.0,332.90909090909093,3.0,2
192.168.1.11:41943-192.168.1.12:80,6,694.0,115.66666666666667,5.0,1
192.168.1.11:41944-192.168.1.10:80,7,2921.0,417.2857142857143,0.0,2
192.168.1.11:41944-192.168.1.12:80,18,5989.0,332.72222222222223,5.0,2
192.168.1.11:41945-192.168.1.12:80,6,822.0,137.0,5.0,1
192.168.1.11:41946-192.168.1.10:80,9,3804.0,422.6666666666667,0.0,2
192.168.1.11:41946-192.168.1.12:80,11,3072.0,279.27272727272725,5.0,2
192.168.1.11:41947-192.168.1.12:80,5,714.0,142.8,4.0,1
192.168.1.11:41948-192.168.1.10:80,9,3718.0,413.1111111111111,0.0,2
192.168.1.11:41948-192.168.1.12:80,17,4883.0,287.2352941176471,6.0,2
192.168.1.11:41949-192.168.1.12:80,4,628.0,157.0,3.0,1
192.168.1.11:41950-192.168.1.10:80,14,5753.0,410.92857142857144,0.0,2
192.168.1.11:41950-192.168.1.12:80,12,3490.0,290.8333333333333,5.0,2
192.168.1.11:41951-192.168.1.12:80,4,633.0,158.25,3.0,1
192.168.1.11:41952-192.168.1.10:80,22,5815.0,264.3181818181818,9.0,2
192.168.1.11:41952-192.168.1.12:80,14,4202.0,300.14285714285717,5.0,2
192.168.1.11:41953-192.168.1.12:80,6,892.0,148.66666666666666,5.0,1
192.168.1.11:41954-192.168.1.10:80,8,3410.0,426.25,0.0,2
192.168.1.11:41954-192.168.1.12:80,12,3406.0,283.8333333333333,5.0,2
192.168.1.11:41955-192.168.1.12:80,7,827.0,118.14285714285714,6.0,1
192.168.1.11:41956-192.168.1.10:80,7,2978.0,425.42857142857144,0.0,2
192.168.1.11:41956-192.168.1.12:80,14,4108.0,293.42857142857144,5.0,2
192.168.1.11:41957-192.168.1.12:80,6,674.0,112.33333333333333,5.0,1
192.168.1.11:41958-192.168.1.10:80,3,1278.0,426.0,0.0,2
192.168.1.11:41958-192.168.1.12:80,13,3317.0,255.15384615384616,6.0,2
192.168.1.11:41959-192.168.1.12:80,4,625.0,156.25,3.0,1
192.168.1.11:41960-192.168.1.10:80,7,2900.0,414.2857142857143,0.0,2
192.168.1.11:41960-192.168.1.12:80,12,3772.0,314.3333333333333,3.0,2
192.168.1.11:41961-192.168.1.12:80,4,637.0,159.25,3.0,1
192.168.1.11:41962-192.168.1.10:80,10,4174.0,417.4,0.0,2
192.168.1.11:41962-192.168.1.12:80,12,3276.0,273.0,5.0,2
192.168.1.11:41963-192.168.1.12:80,4,702.0,175.5,3.0,1
192.168.1.11:41964-192.168.1.10:80,19,5130.0,270.0,8.0,2
192.168.1.11:41964-192.168.1.12:80,15,4031.0,268.73333333333335,6.0,2
192.168.1.11:41965-192.168.1.12:80,6,841.0,140.16666666666666,5.0,1
192.168.1.11:41966-192.168.1.10:80,13,5483.0,421.7692307692308,0.0,2
192.168.1.11:41966-192.168.1.12:80,9,2684.0,298.22222222222223,3.0,2
192.168.1.11:41967-192.168.1.12:80,6,784.0,130.66666666666666,5.0,1
192.168.1.11:41968-192.168.1.10:80,8,3277.0,409.625,0.0,2
192.168.1.11:41968-192.168.1.12:80,15,4430.0,295.3333333333333,5.0,2
192.168.1.11:41969-192.168.1.12:80,4,685.0,171.25,3.0,1
192.168.1.11:41970-192.168.1.10:80,19,5953.0,313.3157894736842,6.0,2
192.168.1.11:41970-192.168.1.12:80,21,6810.0,324.2857142857143,6.0,2
192.168.1.11:41971-192.168.1.12:80,4,712.0,178.0,3.0,1
192.168.1.11:41972-192.168.1.10:80,5,1981.0,396.2,0.0,2
192.168.1.11:41972-192.168.1.12:80,11,2934.0,266.72727272727275,5.0,2
192.168.1.11:41973-192.168.1.12:80,4,606.0,151.5,3.0,1
192.168.1.11:41974-192.168.1.10:80,8,3229.0,403.625,0.0,2
192.168.1.11:41974-192.168.1.12:80,14,3921.0,280.07142857142856,5.0,2
192.168.1.11:41975-192.168.1.12:80,4,735.0,183.75,3.0,1
192.168.1.11:41976-192.168.1.10:80,6,2433.0,405.5,0.0,2
192.168.1.11:41976-192.168.1.12:80,15,4587.0,305.8,5.0,2
192.168.1.11:41977-192.168.1.12:80,4,601.0,150.25,3.0,1
192.168.1.11:41978-192.168.1.10:80,13,5563.0,427.9230769230769,0.0,2
192.168.1.11:41978-192.168.1.12:80,16,5332.0,333.25,5.0,2
192.168.1.11:41979-192.168.1.12:80,4,832.0,208.0,3.0,1
192.168.1.11:41980-192.168.1.10:80,8,3448.0,431.0,0.0,2
192.168.1.11:41980-192.168.1.12:80,12,3166.0,263.8333333333333,5.0,2
192.168.1.11:41981-192.168.1.12:80,4,584.0,146.0,3.0,1
192.168.1.11:41982-192.168.1.10:80,16,6494.0,405.875,0.0,2
192.168.1.11:41982-192.168.1.12:80,20,6078.0,303.9,6.0,2
192.168.1.11:41983-192.168.1.12:80,4,560.0,140.0,3.0,1
192.168.1.11:41984-192.168.1.10:80,17,3924.0,230.8235294117647,9.0,2
192.168.1.11:41984-192.168.1.12:80,17,5489.0,322.88235294117646,5.0,2
192.168.1.11:41986-192.168.1.10:80,10,4193.0,419.3,0.0,2
192.168.1.11:41986-192.168.1.12:80,12,4074.0,339.5,3.0,2
192.168.1.11:41988-192.168.1.10:80,20,5162.0,258.1,9.0,2
192.168.1.11:41988-192.168.1.12:80,18,5586.0,310.3333333333333,5.0,2
192.168.1.11:41989-192.168.1.12:80,7,834.0,119.14285714285714,6.0,1
192.168.1.11:41990-192.168.1.10:80,17,5381.0,316.52941176470586,6.0,2
192.168.1.11:41990-192.168.1.12:80,19,6094.0,320.7368421052632,5.0,2
192.168.1.11:41991-192.168.1.12:80,7,917.0,131.0,6.0,1
192.168.1.11:41992-192.168.1.10:80,11,4617.0,419.72727272727275,0.0,2
192.168.1.11:41992-192.168.1.12:80,10,2530.0,253.0,5.0,2
192.168.1.11:41993-192.168.1.12:80,4,615.0,153.75,3.0,1
192.168.1.11:41994-192.168.1.10:80,14,5936.0,424.0,0.0,2
192.168.1.11:41994-192.168.1.12:80,14,4210.0,300.7142857142857,5.0,2
192.168.1.11:41995-192.168.1.12:80,5,801.0,160.2,4.0,1
192.168.1.11:41996-192.168.1.10:80,7,2998.0,428.2857142857143,0.0,2
192.168.1.11:41996-192.168.1.12:80,10,2605.0,260.5,5.0,2
192.168.1.11:41997-192.168.1.12:80,4,665.0,166.25,3.0,1
192.168.1.11:41998-192.168.1.10:80,9,3784.0,420.44444444444446,0.0,2
192.168.1.11:41998-192.168.1.12:80,9,2654.0,294.8888888888889,3.0,2
192.168.1.11:41999-192.168.1.12:80,4,742.0,185.5,3.0,1
192.168.1.11:42000-192.168.1.10:80,6,2418.0,403.0,0.0,2
192.168.1.11:42000-192.168.1.12:80,17,5173.0,304.29411764705884,5.0,2
192.168.1.11:42001-192.168.1.12:80,4,657.0,164.25,3.0,1
192.168.1.11:42002-192.168.1.10:80,11,4624.0,420.3636363636364,0.0,2
192.168.1.11:42002-192.168.1.12:80,14,4123.0,294.5,5.0,2
192.168.1.11:42003-192.168.1.12:80,6,775.0,129.16666666666666,5.0,1
192.168.1.11:42004-192.168.1.10:80,22,5843.0,265.59090909090907,10.0,2
192.168.1.11:42004-192.168.1.12:80,19,6265.0,329.7368421052632,5.0,2
192.168.1.11:42005-192.168.1.12:80,6,927.0,154.5,5.0,1
192.168.1.11:42006-192.168.1.10:80,8,3342.0,417.75,0.0,2
192.168.1.11:42006-192.168.1.12:80,13,3642.0,280.15384615384613,5.0,2
192.168.1.11:42007-192.168.1.12:80,4,751.0,187.75,3.0,1
192.168.1.11:42008-192.168.1.10:80,7,2930.0,418.57142857142856,0.0,2
192.168.1.11:42008-192.168.1.12:80,9,2737.0,304.1111111111111,3.0,2
192.168.1.11:42009-192.168.1.12:80,4,697.0,174.25,3.0,1
192.168.1.11:42010-192.168.1.10:80,15,6316.0,421.06666666666666,0.0,2
192.168.1.11:42010-192.168.1.12:80,13,3910.0,300.7692307692308,5.0,2
192.168.1.11:42011-192.168.1.12:80,4,677.0,169.25,3.0,1
192.168.1.11:42012-192.168.1.10:80,21,6902.0,328.6666666666667,6.0,2
192.168.1.11:42012-192.168.1.12:80,13,4502.0,346.3076923076923,3.0,2
192.168.1.11:42013-192.168.1.12:80,4,666.0,166.5,3.0,1
192.168.1.11:42014-192.168.1.10:80,8,3311.0,413.875,0.0,2
192.168.1.11:42014-192.168.1.12:80,10,2478.0,247.8,5.0,2
192.168.1.11:42015-192.168.1.12:80,5,668.0,133.6,4.0,1
192.168.1.11:42016-192.168.1.10:80,6,2609.0,434.8333333333333,0.0,2
192.168.1.11:42016-192.168.1.12:80,16,4879.0,304.9375,5.0,2
192.168.1.11:42017-192.168.1.12:80,4,640.0,160.0,3.0,1
192.168.1.11:42018-192.168.1.10:80,9,3797.0,421.8888888888889,0.0,2
192.168.1.11:42018-192.168.1.12:80,18,5317.0,295.3888888888889,6.0,2
192.168.1.11:42019-192.168.1.12:80,6,823.0,137.16666666666666,5.0,1
192.168.1.11:42020-192.168.1.10:80,13,3294.0,253.3846153846154,6.0,2
192.168.1.11:42020-192.168.1.12:80,16,4978.0,311.125,5.0,2
192.168.1.11:42021-192.168.1.12:80,6,852.0,142.0,5.0,1
192.168.1.11:42022-192.168.1.10:80,9,3725.0,413.8888888888889,0.0,2
192.168.1.11:42022-192.168.1.12:80,16,5736.0,358.5,3.0,2
192.168.1.11:42023-192.168.1.12:80,4,727.0,181.75,3.0,1
192.168.1.11:42024-192.168.1.10:80,7,2779.0,397.0,0.0,2
192.168.1.11:42024-192.168.1.12:80,16,4646.0,290.375,6.0,2
192.168.1.11:42025-192.168.1.12:80,4,768.0,192.0,3.0,1
192.168.1.11:42026-192.168.1.10:80,19,5564.0,292.8421052631579,7.0,2
192.168.1.11:42026-192.168.1.12:80,12,2808.0,234.0,6.0,2
192.168.1.11:42027-192.168.1.12:80,4,665.0,166.25,3.0,1
192.168.1.11:42028-192.168.1.10:80,7,2925.0,417.85714285714283,0.0,2
192.168.1.11:42028-192.168.1.12:80,11,2880.0,261.8181818181818,5.0,2
192.168.1.11:42029-192.168.1.12:80,4,709.0,177.25,3.0,1
192.168.1.11:42030-192.168.1.10:80,21,5589.0,266.14285714285717,9.0,2
192.168.1.11:42030-192.168.1.12:80,14,3962.0,283.0,5.0,2
192.168.1.11:42031-192.168.1.12:80,5,978.0,195.6,4.0,1
192.168.1.11:42032-192.168.1.10:80,8,3359.0,419.875,0.0,2
192.168.1.11:42032-192.168.1.12:80,17,5344.0,314.3529411764706,5.0,2
192.168.1.11:42033-192.168.1.12:80,4,598.0,149.5,3.0,1
192.168.1.11:42034-192.168.1.10:80,12,4975.0,414.5833333333333,0.0,2
192.168.1.11:42034-192.168.1.12:80,18,5438.0,302.1111111111111,6.0,2
192.168.1.11:42035-192.168.1.12:80,4,606.0,151.5,3.0,1
192.168.1.11:42036-192.168.1.10:80,20,5397.0,269.85,9.0,2
192.168.1.11:42036-192.168.1.12:80,15,5156.0,343.73333333333335,3.0,2
192.168.1.11:42038-192.168.1.10:80,7,2917.0,416.7142857142857,0.0,2
192.168.1.11:42038-192.168.1.12:80,17,4895.0,287.94117647058823,6.0,2
192.168.1.11:42040-192.168.1.10:80,7,2954.0,422.0,0.0,2
192.168.1.11:42040-192.168.1.12:80,13,3732.0,287.0769230769231,5.0,2
192.168.1.11:42041-192.168.1.12:80,4,627.0,156.75,3.0,1
192.168.1.11:42042-192.168.1.10:80,11,4620.0,420.0,0.0,2
192.168.1.11:42042-192.168.1.12:80,15,4424.0,294.93333333333334,5.0,2
192.168.1.11:42043-192.168.1.12:80,4,637.0,159.25,3.0,1
192.168.1.11:42044-192.168.1.10:80,8,3443.0,430.375,0.0,2
192.168.1.11:42044-192.168.1.12:80,15,4472.0,298.1333333333333,5.0,2
192.168.1.11:42046-192.168.1.10:80,15,6186.0,412.4,0.0,2
192.168.1.11:42046-192.168.1.12:80,13,3420.0,263.0769230769231,6.0,2
192.168.1.11:42047-192.168.1.12:80,6,802.0,133.66666666666666,5.0,1
192.168.1.11:42048-192.168.1.10:80,4,1618.0,404.5,0.0,2
192.168.1.11:42048-192.168.1.12:80,14,3989.0,284.92857142857144,5.0,2
192.168.1.11:42049-192.168.1.12:80,6,907.0,151.16666666666666,5.0,1
192.168.1.11:42050-192.168.1.10:80,16,4096.0,256.0,8.0,2
192.168.1.11:42050-192.168.1.12:80,17,5520.0,324.70588235294116,5.0,2
192.168.1.11:42051-192.168.1.12:80,5,720.0,144.0,4.0,1
192.168.1.11:42052-192.168.1.10:80,10,4178.0,417.8,0.0,2
192.168.1.11:42052-192.168.1.12:80,16,4762.0,297.625,5.0,2
192.168.1.11:42053-192.168.1.12:80,4,756.0,189.0,3.0,1
192.168.1.11:42054-192.168.1.10:80,10,4140.0,414.0,0.0,2
192.168.1.11:42054-192.168.1.12:80,17,5593.0,329.0,5.0,2
192.168.1.11:42056-192.168.1.10:80,16,3810.0,238.125,8.0,2
192.168.1.11:42056-192.168.1.12:80,12,3683.0,306.9166666666667,3.0,2
192.168.1.11:42057-192.168.1.12:80,4,678.0,169.5,3.0,1
192.168.1.11:42058-192.168.1.10:80,20,5261.0,263.05,9.0,2
192.168.1.11:42058-192.168.1.12:80,15,4651.0,310.06666666666666,5.0,2
192.168.1.11:42060-192.168.1.10:80,7,2918.0,416.85714285714283,0.0,2
192.168.1.11:42060-192.168.1.12:80,11,2538.0,230.72727272727272,6.0,2
192.168.1.11:42062-192.168.1.10:80,8,3407.0,425.875,0.0,2
192.168.1.11:42062-192.168.1.12:80,16,4596.0,287.25,6.0,2
192.168.1.11:42064-192.168.1.10:80,6,2592.0,432.0,0.0,2
192.168.1.11:42064-192.168.1.12:80,15,4621.0,308.06666666666666,5.0,2
192.168.1.11:42065-192.168.1.12:80,4,791.0,197.75,3.0,1
192.168.1.11:42066-192.168.1.10:80,7,2993.0,427.57142857142856,0.0,2
192.168.1.11:42066-192.168.1.12:80,12,4154.0,346.1666666666667,3.0,2
192.168.1.11:42068-192.168.1.10:80,18,5475.0,304.1666666666667,6.0,2
192.168.1.11:42068-192.168.1.12:80,14,4539.0,324.2142857142857,3.0,2
192.168.1.11:42069-192.168.1.12:80,4,639.0,159.75,3.0,1
192.168.1.11:42070-192.168.1.10:80,17,4919.0,289.3529411764706,6.0,2
192.168.1.11:42070-192.168.1.12:80,16,5098.0,318.625,5.0,2
192.168.1.11:42071-192.168.1.12:80,4,627.0,156.75,3.0,1
192.168.1.11:42072-192.168.1.10:80,8,3206.0,400.75,0.0,2
192.168.1.11:42072-192.168.1.12:80,18,5934.0,329.6666666666667,5.0,2
192.168.1.11:42073-192.168.1.12:80,6,735.0,122.5,5.0,1
192.168.1.11:42074-192.168.1.10:80,6,2693.0,448.8333333333333,0.0,2
192.168.1.11:42074-192.168.1.12:80,11,2776.0,252.36363636363637,5.0,2
192.168.1.11:42075-192.168.1.12:80,7,909.0,129.85714285714286,6.0,1
192.168.1.11:42076-192.168.1.10:80,7,2961.0,423.0,0.0,2
192.168.1.11:42076-192.168.1.12:80,12,3224.0,268.6666666666667,5.0,2
192.168.1.11:42077-192.168.1.12:80,4,700.0,175.0,3.0,1
192.168.1.11:42078-192.168.1.10:80,19,4747.0,249.8421052631579,9.0,2
192.168.1.11:42078-192.168.1.12:80,10,3391.0,339.1,3.0,2
192.168.1.11:42079-192.168.1.12:80,4,680.0,170.0,3.0,1
192.168.1.11:42080-192.168.1.10:80,22,6369.0,289.5,9.0,2
192.168.1.11:42080-192.168.1.12:80,13,4353.0,334.84615384615387,3.0,2
192.168.1.11:42081-192.168.1.12:80,4,589.0,147.25,3.0,1
192.168.1.11:42082-192.168.1.10:80,8,3278.0,409.75,0.0,2
192.168.1.11:42082-192.168.1.12:80,18,5993.0,332.94444444444446,5.0,2
192.168.1.11:42083-192.168.1.12:80,4,746.0,186.5,3.0,1
192.168.1.11:42084-192.168.1.10:80,17,3922.0,230.7058823529412,9.0,2
192.168.1.11:42084-192.168.1.12:80,17,5480.0,322.3529411764706,5.0,2
192.168.1.11:42085-192.168.1.12:80,4,624.0,156.0,3.0,1
192.168.1.11:42086-192.168.1.10:80,11,4465.0,405.90909090909093,0.0,2
192.168.1.11:42086-192.168.1.12:80,13,2806.0,215.84615384615384,8.0,2
192.168.1.11:42087-192.168.1.12:80,4,652.0,163.0,3.0,1
192.168.1.11:42088-192.168.1.10:80,23,5582.0,242.69565217391303,11.0,2
192.168.1.11:42088-192.168.1.12:80,16,5135.0,320.9375,5.0,2
192.168.1.11:42089-192.168.1.12:80,4,612.0,153.0,3.0,1
192.168.1.11:42090-192.168.1.10:80,8,3202.0,400.25,0.0,2
192.168.1.11:42090-192.168.1.12:80,10,3282.0,328.2,3.0,2
192.168.1.11:42091-192.168.1.12:80,4,602.0,150.5,3.0,1
192.168.1.11:42092-192.168.1.10:80,11,4621.0,420.09090909090907,0.0,2
192.168.1.11:42092-192.168.1.12:80,16,4894.0,305.875,5.0,2
192.168.1.11:42093-192.168.1.12:80,4,644.0,161.0,3.0,1
192.168.1.11:42094-192.168.1.10:80,5,2065.0,413.0,0.0,2
192.168.1.11:42094-192.168.1.12:80,11,2778.0,252.54545454545453,5.0,2
192.168.1.11:42095-192.168.1.12:80,6,794.0,132.33333333333334,5.0,1
192.168.1.11:42096-192.168.1.10:80,6,2486.0,414.3333333333333,0.0,2
192.168.1.11:42096-192.168.1.12:80,20,6534.0,326.7,5.0,2
192.168.1.11:42097-192.168.1.12:80,7,794.0,113.42857142857143,6.0,1
192.168.1.11:42098-192.168.1.10:80,18,4598.0,255.44444444444446,9.0,2
192.168.1.11:42098-192.168.1.12:80,16,4471.0,279.4375,6.0,2
192.168.1.11:42099-192.168.1.12:80,7,1432.0,204.57142857142858,5.0,1
192.168.1.11:42100-192.168.1.10:80,10,4166.0,416.6,0.0,2
192.168.1.11:42100-192.168.1.12:80,11,3665.0,333.1818181818182,3.0,2
192.168.1.11:42101-192.168.1.12:80,4,638.0,159.5,3.0,1
192.168.1.11:42102-192.168.1.10:80,10,4249.0,424.9,0.0,2
192.168.1.11:42102-192.168.1.12:80,10,3386.0,338.6,3.0,2
192.168.1.11:42103-192.168.1.12:80,4,876.0,219.0,3.0,1
192.168.1.11:42104-192.168.1.10:80,6,2466.0,411.0,0.0,2
192.168.1.11:42104-192.168.1.12:80,14,4112.0,293.7142857142857,5.0,2
192.168.1.11:42105-192.168.1.12:80,4,670.0,167.5,3.0,1
192.168.1.11:42106-192.168.1.10:80,10,4126.0,412.6,0.0,2
192.168.1.11:42106-192.168.1.12:80,18,6722.0,373.44444444444446,3.0,2
192.168.1.11:42107-192.168.1.12:80,4,653.0,163.25,3.0,1
192.168.1.11:42108-192.168.1.10:80,9,3748.0,416.44444444444446,0.0,2
192.168.1.11:42108-192.168.1.12:80,14,4054.0,289.57142857142856,5.0,2
192.168.1.11:42109-192.168.1.12:80,4,570.0,142.5,3.0,1
192.168.1.11:42110-192.168.1.10:80,10,3975.0,397.5,0.0,2
192.168.1.11:42110-192.168.1.12:80,13,3581.0,275.46153846153845,5.0,2
192.168.1.11:42111-192.168.1.12:80,4,821.0,205.25,3.0,1
192.168.1.11:42112-192.168.1.10:80,15,3629.0,241.93333333333334,7.0,2
192.168.1.11:42112-192.168.1.12:80,15,5408.0,360.53333333333336,3.0,2
192.168.1.11:42113-192.168.1.12:80,4,581.0,145.25,3.0,1
192.168.1.11:42114-192.168.1.10:80,5,2001.0,400.2,0.0,2
192.168.1.11:42114-192.168.1.12:80,15,4452.0,296.8,5.0,2
192.168.1.11:42115-192.168.1.12:80,7,1047.0,149.57142857142858,6.0,1
192.168.1.11:42116-192.168.1.10:80,10,4146.0,414.6,0.0,2
192.168.1.11:42116-192.168.1.12:80,16,5102.0,318.875,5.0,2
192.168.1.11:42117-192.168.1.12:80,6,1039.0,173.16666666666666,5.0,1
192.168.1.11:42118-192.168.1.10:80,21,5727.0,272.7142857142857,9.0,2
192.168.1.11:42118-192.168.1.12:80,18,6084.0,338.0,5.0,2
192.168.1.11:42119-192.168.1.12:80,4,644.0,161.0,3.0,1
192.168.1.11:42120-192.168.1.10:80,7,2976.0,425.14285714285717,0.0,2
192.168.1.11:42120-192.168.1.12:80,16,4987.0,311.6875,5.0,2
192.168.1.11:42121-192.168.1.12:80,4,682.0,170.5,3.0,1
192.168.1.11:42122-192.168.1.10:80,10,4104.0,410.4,0.0,2
192.168.1.11:42122-192.168.1.12:80,15,4267.0,284.46666666666664,6.0,2
192.168.1.11:42123-192.168.1.12:80,4,661.0,165.25,3.0,1
192.168.1.11:42124-192.168.1.10:80,23,6521.0,283.5217391304348,9.0,2
192.168.1.11:42124-192.168.1.12:80,13,3796.0,292.0,5.0,2
192.168.1.11:42125-192.168.1.12:80,6,1540.0,256.6666666666667,4.0,1
192.168.1.11:42126-192.168.1.10:80,9,3740.0,415.55555555555554,0.0,2
192.168.1.11:42126-192.168.1.12:80,13,3617.0,278.2307692307692,5.0,2
192.168.1.11:42127-192.168.1.12:80,4,776.0,194.0,3.0,1
192.168.1.11:42128-192.168.1.10:80,17,4297.0,252.76470588235293,8.0,2
192.168.1.11:42128-192.168.1.12:80,16,5216.0,326.0,5.0,2
192.168.1.11:42129-192.168.1.12:80,4,673.0,168.25,3.0,1
192.168.1.11:42130-192.168.1.10:80,3,1201.0,400.3333333333333,0.0,2
192.168.1.11:42130-192.168.1.12:80,11,3653.0,332.09090909090907,3.0,2
192.168.1.11:42131-192.168.1.12:80,4,722.0,180.5,3.0,1
192.168.1.11:42132-192.168.1.10:80,16,6710.0,419.375,0.0,2
192.168.1.11:42132-192.168.1.12:80,12,3174.0,264.5,5.0,2
192.168.1.11:42133-192.168.1.12:80,4,631.0,157.75,3.0,1
192.168.1.11:42134-192.168.1.10:80,14,4331.0,309.35714285714283,5.0,2
192.168.1.11:42134-192.168.1.12:80,11,2839.0,258.09090909090907,5.0,2
192.168.1.11:42136-192.168.1.10:80,8,3181.0,397.625,0.0,2
192.168.1.11:42136-192.168.1.12:80,17,5206.0,306.2352941176471,5.0,2
192.168.1.11:42138-192.168.1.10:80,8,3301.0,412.625,0.0,2
192.168.1.11:42138-192.168.1.12:80,15,4719.0,314.6,5.0,2
192.168.1.11:42140-192.168.1.10:80,16,6504.0,406.5,0.0,2
192.168.1.11:42140-192.168.1.12:80,14,3863.0,275.92857142857144,6.0,2
192.168.1.11:42142-192.168.1.10:80,6,2379.0,396.5,0.0,2
192.168.1.11:42142-192.168.1.12:80,12,3177.0,264.75,5.0,2
192.168.1.11:42143-192.168.1.12:80,6,748.0,124.66666666666667,5.0,1
192.168.1.11:42144-192.168.1.10:80,8,3292.0,411.5,0.0,2
192.168.1.11:42144-192.168.1.12:80,17,5366.0,315.6470588235294,5.0,2
192.168.1.11:42145-192.168.1.12:80,6,738.0,123.0,5.0,1
192.168.1.11:42146-192.168.1.10:80,7,2884.0,412.0,0.0,2
192.168.1.11:42146-192.168.1.12:80,19,5803.0,305.42105263157896,6.0,2
192.168.1.11:42147-192.168.1.12:80,4,744.0,186.0,3.0,1
192.168.1.11:42148-192.168.1.10:80,12,4777.0,398.0833333333333,0.0,2
192.168.1.11:42148-192.168.1.12:80,17,5415.0,318.52941176470586,6.0,2
192.168.1.11:42149-192.168.1.12:80,5,757.0,151.4,4.0,1
192.168.1.11:42150-192.168.1.10:80,23,6114.0,265.82608695652175,10.0,2
192.168.1.11:42150-192.168.1.12:80,15,4607.0,307.1333333333333,5.0,2
192.168.1.11:42151-192.168.1.12:80,4,608.0,152.0,3.0,1
192.168.1.11:42152-192.168.1.10:80,18,4284.0,238.0,9.0,2
192.168.1.11:42152-192.168.1.12:80,13,4527.0,348.2307692307692,3.0,2
192.168.1.11:42153-192.168.1.12:80,4,651.0,162.75,3.0,1
192.168.1.11:42154-192.168.1.10:80,11,4445.0,404.09090909090907,0.0,2
192.168.1.11:42154-192.168.1.12:80,15,4372.0,291.46666666666664,6.0,2
192.168.1.11:42155-192.168.1.12:80,4,774.0,193.5,3.0,1
192.168.1.11:42156-192.168.1.10:80,10,4229.0,422.9,0.0,2
192.168.1.11:42156-192.168.1.12:80,15,4023.0,268.2,7.0,2
192.168.1.11:42157-192.168.1.12:80,4,635.0,158.75,3.0,1
192.168.1.11:42158-192.168.1.10:80,7,2847.0,406.7142857142857,0.0,2
192.168.1.11:42158-192.168.1.12:80,9,1991.0,221.22222222222223,5.0,2
192.168.1.11:42159-192.168.1.12:80,6,849.0,141.5,5.0,1
192.168.1.11:42160-192.168.1.10:80,18,4361.0,242.27777777777777,9.0,2
192.168.1.11:42160-192.168.1.12:80,19,6134.0,322.8421052631579,5.0,2
192.168.1.11:42161-192.168.1.12:80,8,885.0,110.625,7.0,1
192.168.1.11:42162-192.168.1.10:80,6,2616.0,436.0,0.0,2
192.168.1.11:42162-192.168.1.12:80,13,3795.0,291.9230769230769,5.0,2
192.168.1.11:42163-192.168.1.12:80,5,807.0,161.4,4.0,1
192.168.1.11:42164-192.168.1.10:80,8,3361.0,420.125,0.0,2
192.168.1.11:42164-192.168.1.12:80,17,5432.0,319.52941176470586,5.0,2
192.168.1.11:42165-192.168.1.12:80,4,646.0,161.5,3.0,1
192.168.1.11:42166-192.168.1.10:80,21,5517.0,262.7142857142857,9.0,2
192.168.1.11:42166-192.168.1.12:80,14,4298.0,307.0,5.0,2
192.168.1.11:42167-192.168.1.12:80,4,713.0,178.25,3.0,1
192.168.1.11:42168-192.168.1.10:80,11,4700.0,427.27272727272725,0.0,2
192.168.1.11:42168-192.168.1.12:80,14,3904.0,278.85714285714283,5.0,2
192.168.1.11:42169-192.168.1.12:80,4,667.0,166.75,3.0,1
192.168.1.11:42170-192.168.1.10:80,18,5007.0,278.1666666666667,7.0,2
192.168.1.11:42170-192.168.1.12:80,14,4065.0,290.35714285714283,5.0,2
192.168.1.11:42171-192.168.1.12:80,4,605.0,151.25,3.0,1
192.168.1.11:42172-192.168.1.10:80,10,4313.0,431.3,0.0,2
192.168.1.11:42172-192.168.1.12:80,10,3174.0,317.4,3.0,2
192.168.1.11:42173-192.168.1.12:80,4,542.0,135.5,3.0,1
192.168.1.11:42174-192.168.1.10:80,8,3387.0,423.375,0.0,2
192.168.1.11:42174-192.168.1.12:80,17,5602.0,329.52941176470586,5.0,2
192.168.1.11:42175-192.168.1.12:80,8,1095.0,136.875,7.0,1
192.168.1.11:42176-192.168.1.10:80,8,3233.0,404.125,0.0,2
