flow,packet_count,total_bytes,avg_packet_len,small_packet_count,label
192.168.1.11:50620-192.168.1.12:80,18,5986.0,332.55555555555554,5.0,2
192.168.1.11:50621-192.168.1.12:80,5,754.0,150.8,4.0,1
192.168.1.11:50622-192.168.1.10:80,9,3717.0,413.0,0.0,2
192.168.1.11:50622-192.168.1.12:80,13,4236.0,325.84615384615387,3.0,2
192.168.1.11:50623-192.168.1.12:80,4,735.0,183.75,3.0,1
192.168.1.11:50624-192.168.1.10:80,7,3000.0,428.57142857142856,0.0,2
192.168.1.11:50624-192.168.1.12:80,20,6612.0,330.6,5.0,2
192.168.1.11:50625-192.168.1.12:80,4,748.0,187.0,3.0,1
192.168.1.11:50626-192.168.1.10:80,18,5712.0,317.3333333333333,6.0,2
192.168.1.11:50626-192.168.1.12:80,15,4629.0,308.6,5.0,2
192.168.1.11:50627-192.168.1.12:80,5,792.0,158.4,4.0,1
192.168.1.11:50628-192.168.1.10:80,12,2553.0,212.75,7.0,2
192.168.1.11:50628-192.168.1.12:80,15,4685.0,312.3333333333333,5.0,2
192.168.1.11:50629-192.168.1.12:80,5,695.0,139.0,4.0,1
192.168.1.11:50630-192.168.1.10:80,20,5294.0,264.7,9.0,2
192.168.1.11:50630-192.168.1.12:80,14,4103.0,293.07142857142856,5.0,2
192.168.1.11:50631-192.168.1.12:80,4,599.0,149.75,3.0,1
192.168.1.11:50632-192.168.1.10:80,17,4691.0,275.94117647058823,7.0,2
192.168.1.11:50632-192.168.1.12:80,13,3315.0,255.0,6.0,2
192.168.1.11:50633-192.168.1.12:80,4,770.0,192.5,3.0,1
192.168.1.11:50634-192.168.1.10:80,8,3406.0,425.75,0.0,2
192.168.1.11:50634-192.168.1.12:80,16,5645.0,352.8125,3.0,2
192.168.1.11:50635-192.168.1.12:80,4,705.0,176.25,3.0,1
192.168.1.11:50636-192.168.1.10:80,5,2050.0,410.0,0.0,2
192.168.1.11:50636-192.168.1.12:80,15,4327.0,288.46666666666664,5.0,2
192.168.1.11:50638-192.168.1.10:80,16,5041.0,315.0625,5.0,2
192.168.1.11:50638-192.168.1.12:80,20,6468.0,323.4,6.0,2
192.168.1.11:50639-192.168.1.12:80,5,770.0,154.0,4.0,1
192.168.1.11:50640-192.168.1.10:80,5,2034.0,406.8,0.0,2
192.168.1.11:50640-192.168.1.12:80,9,2108.0,234.22222222222223,5.0,2
192.168.1.11:50641-192.168.1.12:80,5,677.0,135.4,4.0,1
192.168.1.11:50642-192.168.1.10:80,14,3603.0,257.35714285714283,6.0,2
192.168.1.11:50642-192.168.1.12:80,17,5509.0,324.05882352941177,5.0,2
192.168.1.11:50643-192.168.1.12:80,4,751.0,187.75,3.0,1
192.168.1.11:50644-192.168.1.10:80,18,4944.0,274.6666666666667,7.0,2
192.168.1.11:50644-192.168.1.12:80,14,4152.0,296.57142857142856,5.0,2
192.168.1.11:50645-192.168.1.12:80,4,653.0,163.25,3.0,1
192.168.1.11:50646-192.168.1.10:80,13,3643.0,280.2307692307692,5.0,2
192.168.1.11:50646-192.168.1.12:80,12,3509.0,292.4166666666667,5.0,2
192.168.1.11:50647-192.168.1.12:80,4,670.0,167.5,3.0,1
192.168.1.11:50648-192.168.1.10:80,16,3721.0,232.5625,8.0,2
192.168.1.11:50648-192.168.1.12:80,10,3056.0,305.6,3.0,2
192.168.1.11:50650-192.168.1.10:80,31,7612.0,245.5483870967742,15.0,2
192.168.1.11:50650-192.168.1.12:80,13,4488.0,345.2307692307692,3.0,2
192.168.1.11:50652-192.168.1.10:80,11,2725.0,247.72727272727272,5.0,2
192.168.1.11:50652-192.168.1.12:80,12,3456.0,288.0,5.0,2
192.168.1.11:50654-192.168.1.10:80,5,2174.0,434.8,0.0,2
192.168.1.11:50654-192.168.1.12:80,16,5072.0,317.0,5.0,2
192.168.1.11:50655-192.168.1.12:80,4,684.0,171.0,3.0,1
192.168.1.11:50656-192.168.1.10:80,12,3066.0,255.5,6.0,2
192.168.1.11:50656-192.168.1.12:80,14,3905.0,278.92857142857144,5.0,2
192.168.1.11:50657-192.168.1.12:80,4,665.0,166.25,3.0,1
192.168.1.11:50658-192.168.1.10:80,7,2937.0,419.57142857142856,0.0,2
192.168.1.11:50658-192.168.1.12:80,13,3704.0,284.9230769230769,5.0,2
192.168.1.11:50660-192.168.1.10:80,17,5268.0,309.88235294117646,5.0,2
192.168.1.11:50660-192.168.1.12:80,14,4273.0,305.2142857142857,5.0,2
192.168.1.11:50662-192.168.1.10:80,7,2855.0,407.85714285714283,0.0,2
192.168.1.11:50662-192.168.1.12:80,13,3905.0,300.38461538461536,5.0,2
192.168.1.11:50664-192.168.1.10:80,20,6298.0,314.9,6.0,2
192.168.1.11:50664-192.168.1.12:80,14,4129.0,294.92857142857144,5.0,2
192.168.1.11:50666-192.168.1.10:80,17,4730.0,278.2352941176471,7.0,2
192.168.1.11:50666-192.168.1.12:80,13,3409.0,262.2307692307692,6.0,2
192.168.1.11:50668-192.168.1.10:80,13,3488.0,268.3076923076923,6.0,2
192.168.1.11:50668-192.168.1.12:80,13,3829.0,294.53846153846155,5.0,2
192.168.1.11:50669-192.168.1.12:80,5,810.0,162.0,4.0,1
192.168.1.11:50670-192.168.1.10:80,7,2913.0,416.14285714285717,0.0,2
192.168.1.11:50670-192.168.1.12:80,17,5426.0,319.1764705882353,5.0,2
192.168.1.11:50671-192.168.1.12:80,5,668.0,133.6,4.0,1
192.168.1.11:50672-192.168.1.10:80,17,4504.0,264.94117647058823,7.0,2
192.168.1.11:50672-192.168.1.12:80,14,3878.0,277.0,6.0,2
192.168.1.11:50673-192.168.1.12:80,4,626.0,156.5,3.0,1
192.168.1.11:50674-192.168.1.10:80,11,2531.0,230.0909090909091,6.0,2
192.168.1.11:50674-192.168.1.12:80,16,4885.0,305.3125,5.0,2
192.168.1.11:50675-192.168.1.12:80,4,618.0,154.5,3.0,1
192.168.1.11:50676-192.168.1.10:80,28,6265.0,223.75,16.0,2
192.168.1.11:50676-192.168.1.12:80,12,3328.0,277.3333333333333,5.0,2
192.168.1.11:50677-192.168.1.12:80,4,594.0,148.5,3.0,1
192.168.1.11:50678-192.168.1.10:80,11,4521.0,411.0,0.0,2
192.168.1.11:50678-192.168.1.12:80,16,4941.0,308.8125,5.0,2
192.168.1.11:50679-192.168.1.12:80,4,943.0,235.75,3.0,1
192.168.1.11:50680-192.168.1.10:80,13,3004.0,231.07692307692307,7.0,2
192.168.1.11:50680-192.168.1.12:80,15,4586.0,305.73333333333335,5.0,2
192.168.1.11:50682-192.168.1.10:80,7,2926.0,418.0,0.0,2
192.168.1.11:50682-192.168.1.12:80,13,3589.0,276.0769230769231,5.0,2
192.168.1.11:50684-192.168.1.10:80,19,4851.0,255.31578947368422,9.0,2
192.168.1.11:50684-192.168.1.12:80,17,5303.0,311.94117647058823,6.0,2
192.168.1.11:50686-192.168.1.10:80,10,4056.0,405.6,0.0,2
192.168.1.11:50686-192.168.1.12:80,14,4266.0,304.7142857142857,5.0,2
192.168.1.11:50688-192.168.1.10:80,10,4134.0,413.4,0.0,2
192.168.1.11:50688-192.168.1.12:80,16,5074.0,317.125,5.0,2
192.168.1.11:50690-192.168.1.10:80,6,2580.0,430.0,0.0,2
192.168.1.11:50690-192.168.1.12:80,14,3803.0,271.64285714285717,6.0,2
192.168.1.11:50692-192.168.1.10:80,11,4534.0,412.1818181818182,0.0,2
192.168.1.11:50692-192.168.1.12:80,18,5879.0,326.6111111111111,5.0,2
192.168.1.11:50693-192.168.1.12:80,5,904.0,180.8,4.0,1
192.168.1.11:50694-192.168.1.10:80,17,5464.0,321.4117647058824,5.0,2
192.168.1.11:50694-192.168.1.12:80,15,4077.0,271.8,6.0,2
192.168.1.11:50695-192.168.1.12:80,5,904.0,180.8,4.0,1
192.168.1.11:50696-192.168.1.10:80,14,4153.0,296.64285714285717,5.0,2
192.168.1.11:50696-192.168.1.12:80,13,3851.0,296.2307692307692,5.0,2
192.168.1.11:50697-192.168.1.12:80,5,833.0,166.6,4.0,1
192.168.1.11:50698-192.168.1.10:80,4,1643.0,410.75,0.0,2
192.168.1.11:50698-192.168.1.12:80,17,5407.0,318.05882352941177,5.0,2
192.168.1.11:50699-192.168.1.12:80,4,830.0,207.5,3.0,1
192.168.1.11:50700-192.168.1.10:80,16,3202.0,200.125,10.0,2
192.168.1.11:50700-192.168.1.12:80,12,4039.0,336.5833333333333,3.0,2
192.168.1.11:50702-192.168.1.10:80,9,3581.0,397.8888888888889,0.0,2
192.168.1.11:50702-192.168.1.12:80,15,4536.0,302.4,5.0,2
192.168.1.11:50704-192.168.1.10:80,8,3460.0,432.5,0.0,2
192.168.1.11:50704-192.168.1.12:80,15,4278.0,285.2,6.0,2
192.168.1.11:50706-192.168.1.10:80,16,4531.0,283.1875,6.0,2
192.168.1.11:50706-192.168.1.12:80,15,4465.0,297.6666666666667,5.0,2
192.168.1.11:50708-192.168.1.10:80,15,4214.0,280.93333333333334,6.0,2
192.168.1.11:50708-192.168.1.12:80,12,2971.0,247.58333333333334,6.0,2
192.168.1.11:50709-192.168.1.12:80,4,607.0,151.75,3.0,1
192.168.1.11:50710-192.168.1.10:80,9,2495.0,277.22222222222223,4.0,2
192.168.1.11:50710-192.168.1.12:80,15,4227.0,281.8,6.0,2
192.168.1.11:50711-192.168.1.12:80,4,753.0,188.25,3.0,1
192.168.1.11:50712-192.168.1.10:80,15,4792.0,319.46666666666664,5.0,2
192.168.1.11:50712-192.168.1.12:80,10,2038.0,203.8,6.0,2
192.168.1.11:50713-192.168.1.12:80,4,660.0,165.0,3.0,1
192.168.1.11:50714-192.168.1.10:80,15,4428.0,295.2,6.0,2
192.168.1.11:50714-192.168.1.12:80,15,4457.0,297.1333333333333,5.0,2
192.168.1.11:50715-192.168.1.12:80,4,598.0,149.5,3.0,1
192.168.1.11:50716-192.168.1.10:80,17,5663.0,333.11764705882354,4.0,2
192.168.1.11:50716-192.168.1.12:80,14,4026.0,287.57142857142856,5.0,2
192.168.1.11:50718-192.168.1.10:80,14,3908.0,279.14285714285717,6.0,2
192.168.1.11:50718-192.168.1.12:80,19,6373.0,335.42105263157896,5.0,2
192.168.1.11:50720-192.168.1.10:80,11,4477.0,407.0,0.0,2
192.168.1.11:50720-192.168.1.12:80,12,3371.0,280.9166666666667,5.0,2
192.168.1.11:50722-192.168.1.10:80,8,3332.0,416.5,0.0,2
192.168.1.11:50722-192.168.1.12:80,13,4443.0,341.7692307692308,3.0,2
192.168.1.11:50724-192.168.1.10:80,14,4163.0,297.35714285714283,5.0,2
192.168.1.11:50724-192.168.1.12:80,12,3302.0,275.1666666666667,5.0,2
192.168.1.11:50726-192.168.1.10:80,13,2253.0,173.30769230769232,9.0,2
192.168.1.11:50726-192.168.1.12:80,12,2982.0,248.5,6.0,2
192.168.1.11:50727-192.168.1.12:80,4,641.0,160.25,3.0,1
192.168.1.11:50728-192.168.1.10:80,7,2822.0,403.14285714285717,0.0,2
192.168.1.11:50728-192.168.1.12:80,18,5644.0,313.55555555555554,5.0,2
192.168.1.11:50729-192.168.1.12:80,4,672.0,168.0,3.0,1
192.168.1.11:50730-192.168.1.10:80,13,5488.0,422.15384615384613,0.0,2
192.168.1.11:50730-192.168.1.12:80,19,5963.0,313.8421052631579,5.0,2
192.168.1.11:50731-192.168.1.12:80,4,735.0,183.75,3.0,1
192.168.1.11:50732-192.168.1.10:80,10,4232.0,423.2,0.0,2
192.168.1.11:50732-192.168.1.12:80,9,2496.0,277.3333333333333,3.0,2
192.168.1.11:50734-192.168.1.10:80,10,2154.0,215.4,6.0,2
192.168.1.11:50734-192.168.1.12:80,16,4696.0,293.5,5.0,2
192.168.1.11:50736-192.168.1.10:80,7,2860.0,408.57142857142856,0.0,2
192.168.1.11:50736-192.168.1.12:80,12,3344.0,278.6666666666667,5.0,2
192.168.1.11:50738-192.168.1.10:80,5,2076.0,415.2,0.0,2
192.168.1.11:50738-192.168.1.12:80,18,6255.0,347.5,3.0,2
192.168.1.11:50740-192.168.1.10:80,17,3944.0,232.0,9.0,2
192.168.1.11:50740-192.168.1.12:80,11,2849.0,259.0,5.0,2
192.168.1.11:50742-192.168.1.10:80,17,5251.0,308.88235294117646,5.0,2
192.168.1.11:50742-192.168.1.12:80,10,3282.0,328.2,3.0,2
192.168.1.11:50744-192.168.1.10:80,13,3395.0,261.15384615384613,6.0,2
192.168.1.11:50744-192.168.1.12:80,19,6213.0,327.0,5.0,2
192.168.1.11:50745-192.168.1.12:80,4,607.0,151.75,3.0,1
192.168.1.11:50746-192.168.1.10:80,15,3814.0,254.26666666666668,7.0,2
192.168.1.11:50746-192.168.1.12:80,10,2530.0,253.0,5.0,2
192.168.1.11:50747-192.168.1.12:80,5,588.0,117.6,4.0,1
192.168.1.11:50748-192.168.1.10:80,8,3209.0,401.125,0.0,2
192.168.1.11:50748-192.168.1.12:80,10,2480.0,248.0,5.0,2
192.168.1.11:50749-192.168.1.12:80,4,558.0,139.5,3.0,1
192.168.1.11:50750-192.168.1.10:80,6,2520.0,420.0,0.0,2
192.168.1.11:50750-192.168.1.12:80,15,4458.0,297.2,6.0,2
192.168.1.11:50751-192.168.1.12:80,5,690.0,138.0,4.0,1
192.168.1.11:50752-192.168.1.10:80,6,2470.0,411.6666666666667,0.0,2
192.168.1.11:50752-192.168.1.12:80,14,5133.0,366.64285714285717,3.0,2
192.168.1.11:50753-192.168.1.12:80,4,809.0,202.25,3.0,1
192.168.1.11:50754-192.168.1.10:80,18,5948.0,330.44444444444446,5.0,2
192.168.1.11:50754-192.168.1.12:80,17,5526.0,325.05882352941177,5.0,2
192.168.1.11:50755-192.168.1.12:80,5,649.0,129.8,4.0,1
192.168.1.11:50756-192.168.1.10:80,8,3192.0,399.0,0.0,2
192.168.1.11:50756-192.168.1.12:80,13,3676.0,282.7692307692308,5.0,2
192.168.1.11:50757-192.168.1.12:80,4,622.0,155.5,3.0,1
192.168.1.11:50758-192.168.1.10:80,28,6591.0,235.39285714285714,15.0,2
192.168.1.11:50758-192.168.1.12:80,16,4847.0,302.9375,5.0,2
192.168.1.11:50759-192.168.1.12:80,4,851.0,212.75,3.0,1
192.168.1.11:50760-192.168.1.10:80,8,3368.0,421.0,0.0,2
192.168.1.11:50760-192.168.1.12:80,13,3808.0,292.9230769230769,5.0,2
192.168.1.11:50761-192.168.1.12:80,4,772.0,193.0,3.0,1
192.168.1.11:50762-192.168.1.10:80,12,5049.0,420.75,0.0,2
192.168.1.11:50762-192.168.1.12:80,16,4876.0,304.75,5.0,2
192.168.1.11:50763-192.168.1.12:80,4,634.0,158.5,3.0,1
192.168.1.11:50764-192.168.1.10:80,6,2492.0,415.3333333333333,0.0,2
192.168.1.11:50764-192.168.1.12:80,15,4808.0,320.53333333333336,5.0,2
192.168.1.11:50765-192.168.1.12:80,4,663.0,165.75,3.0,1
192.168.1.11:50766-192.168.1.10:80,10,4153.0,415.3,0.0,2
192.168.1.11:50766-192.168.1.12:80,15,4149.0,276.6,6.0,2
192.168.1.11:50767-192.168.1.12:80,4,610.0,152.5,3.0,1
192.168.1.11:50768-192.168.1.10:80,12,4935.0,411.25,0.0,2
192.168.1.11:50768-192.168.1.12:80,14,4142.0,295.85714285714283,5.0,2
192.168.1.11:50769-192.168.1.12:80,4,647.0,161.75,3.0,1
192.168.1.11:50770-192.168.1.10:80,15,4445.0,296.3333333333333,5.0,2
192.168.1.11:50770-192.168.1.12:80,18,5677.0,315.3888888888889,5.0,2
192.168.1.11:50771-192.168.1.12:80,4,890.0,222.5,3.0,1
192.168.1.11:50772-192.168.1.10:80,13,3197.0,245.92307692307693,7.0,2
192.168.1.11:50772-192.168.1.12:80,16,4563.0,285.1875,6.0,2
192.168.1.11:50774-192.168.1.10:80,25,6362.0,254.48,12.0,2
192.168.1.11:50774-192.168.1.12:80,12,3216.0,268.0,5.0,2
192.168.1.11:50776-192.168.1.10:80,11,4433.0,403.0,0.0,2
192.168.1.11:50776-192.168.1.12:80,13,3574.0,274.9230769230769,5.0,2
192.168.1.11:50778-192.168.1.10:80,10,4214.0,421.4,0.0,2
192.168.1.11:50778-192.168.1.12:80,17,5285.0,310.88235294117646,5.0,2
192.168.1.11:50780-192.168.1.10:80,8,3339.0,417.375,0.0,2
192.168.1.11:50780-192.168.1.12:80,13,3669.0,282.2307692307692,5.0,2
192.168.1.11:50781-192.168.1.12:80,4,816.0,204.0,3.0,1
192.168.1.11:50782-192.168.1.10:80,11,2316.0,210.54545454545453,7.0,2
192.168.1.11:50782-192.168.1.12:80,17,5341.0,314.1764705882353,5.0,2
192.168.1.11:50783-192.168.1.12:80,5,744.0,148.8,4.0,1
192.168.1.11:50784-192.168.1.10:80,20,6499.0,324.95,5.0,2
192.168.1.11:50784-192.168.1.12:80,17,5411.0,318.29411764705884,5.0,2
192.168.1.11:50785-192.168.1.12:80,4,587.0,146.75,3.0,1
192.168.1.11:50786-192.168.1.10:80,7,2777.0,396.7142857142857,0.0,2
192.168.1.11:50786-192.168.1.12:80,12,3310.0,275.8333333333333,5.0,2
192.168.1.11:50787-192.168.1.12:80,4,797.0,199.25,3.0,1
192.168.1.11:50788-192.168.1.10:80,16,4184.0,261.5,7.0,2
192.168.1.11:50788-192.168.1.12:80,15,4068.0,271.2,6.0,2
192.168.1.11:50789-192.168.1.12:80,4,695.0,173.75,3.0,1
192.168.1.11:50790-192.168.1.10:80,6,2519.0,419.8333333333333,0.0,2
192.168.1.11:50790-192.168.1.12:80,14,4117.0,294.07142857142856,5.0,2
192.168.1.11:50791-192.168.1.12:80,4,717.0,179.25,3.0,1
192.168.1.11:50792-192.168.1.10:80,15,4067.0,271.1333333333333,6.0,2
192.168.1.11:50792-192.168.1.12:80,14,3753.0,268.07142857142856,6.0,2
192.168.1.11:50793-192.168.1.12:80,4,694.0,173.5,3.0,1
192.168.1.11:50794-192.168.1.10:80,8,3400.0,425.0,0.0,2
192.168.1.11:50794-192.168.1.12:80,16,4733.0,295.8125,6.0,2
192.168.1.11:50795-192.168.1.12:80,4,619.0,154.75,3.0,1
192.168.1.11:50796-192.168.1.10:80,3,1236.0,412.0,0.0,2
192.168.1.11:50796-192.168.1.12:80,17,5356.0,315.05882352941177,5.0,2
192.168.1.11:50798-192.168.1.10:80,15,4268.0,284.53333333333336,6.0,2
192.168.1.11:50798-192.168.1.12:80,16,4950.0,309.375,5.0,2
192.168.1.11:50799-192.168.1.12:80,4,607.0,151.75,3.0,1
192.168.1.11:50800-192.168.1.10:80,19,5860.0,308.42105263157896,6.0,2
192.168.1.11:50800-192.168.1.12:80,12,3427.0,285.5833333333333,5.0,2
192.168.1.11:50801-192.168.1.12:80,5,664.0,132.8,4.0,1
192.168.1.11:50802-192.168.1.10:80,11,3046.0,276.90909090909093,5.0,2
192.168.1.11:50802-192.168.1.12:80,9,2047.0,227.44444444444446,5.0,2
192.168.1.11:50803-192.168.1.12:80,4,862.0,215.5,3.0,1
192.168.1.11:50804-192.168.1.10:80,4,1585.0,396.25,0.0,2
192.168.1.11:50804-192.168.1.12:80,15,4410.0,294.0,5.0,2
192.168.1.11:50805-192.168.1.12:80,5,786.0,157.2,4.0,1
192.168.1.11:50806-192.168.1.10:80,17,4865.0,286.1764705882353,7.0,2
192.168.1.11:50806-192.168.1.12:80,11,3504.0,318.54545454545456,3.0,2
192.168.1.11:50807-192.168.1.12:80,4,794.0,198.5,3.0,1
192.168.1.11:50808-192.168.1.10:80,3,1337.0,445.6666666666667,0.0,2
192.168.1.11:50808-192.168.1.12:80,13,3658.0,281.38461538461536,5.0,2
192.168.1.11:50810-192.168.1.10:80,11,4464.0,405.8181818181818,0.0,2
192.168.1.11:50810-192.168.1.12:80,12,3106.0,258.8333333333333,5.0,2
192.168.1.11:50811-192.168.1.12:80,5,732.0,146.4,4.0,1
192.168.1.11:50812-192.168.1.10:80,7,2962.0,423.14285714285717,0.0,2
192.168.1.11:50812-192.168.1.12:80,18,5657.0,314.27777777777777,6.0,2
192.168.1.11:50813-192.168.1.12:80,5,999.0,199.8,4.0,1
192.168.1.11:50814-192.168.1.10:80,25,6327.0,253.08,12.0,2
192.168.1.11:50814-192.168.1.12:80,14,4222.0,301.57142857142856,5.0,2
192.168.1.11:50816-192.168.1.10:80,12,3050.0,254.16666666666666,6.0,2
192.168.1.11:50816-192.168.1.12:80,14,3846.0,274.7142857142857,6.0,2
192.168.1.11:50818-192.168.1.10:80,15,4914.0,327.6,4.0,2
192.168.1.11:50818-192.168.1.12:80,14,4067.0,290.5,5.0,2
192.168.1.11:50820-192.168.1.10:80,5,2141.0,428.2,0.0,2
192.168.1.11:50820-192.168.1.12:80,15,4045.0,269.6666666666667,6.0,2
192.168.1.11:50822-192.168.1.10:80,24,5885.0,245.20833333333334,12.0,2
192.168.1.11:50822-192.168.1.12:80,15,4726.0,315.06666666666666,5.0,2
192.168.1.11:50823-192.168.1.12:80,5,690.0,138.0,4.0,1
192.168.1.11:50824-192.168.1.10:80,16,4934.0,308.375,5.0,2
192.168.1.11:50824-192.168.1.12:80,14,3979.0,284.2142857142857,5.0,2
192.168.1.11:50825-192.168.1.12:80,5,770.0,154.0,4.0,1
192.168.1.11:50826-192.168.1.10:80,9,3793.0,421.44444444444446,0.0,2
192.168.1.11:50826-192.168.1.12:80,11,2899.0,263.54545454545456,5.0,2
192.168.1.11:50828-192.168.1.10:80,12,4840.0,403.3333333333333,0.0,2
192.168.1.11:50828-192.168.1.12:80,12,3221.0,268.4166666666667,5.0,2
192.168.1.11:50830-192.168.1.10:80,15,4499.0,299.93333333333334,5.0,2
192.168.1.11:50830-192.168.1.12:80,13,4353.0,334.84615384615387,3.0,2
192.168.1.11:50832-192.168.1.10:80,16,3291.0,205.6875,10.0,2
192.168.1.11:50832-192.168.1.12:80,16,5710.0,356.875,3.0,2
192.168.1.11:50833-192.168.1.12:80,4,856.0,214.0,3.0,1
192.168.1.11:50834-192.168.1.10:80,18,5045.0,280.27777777777777,7.0,2
192.168.1.11:50834-192.168.1.12:80,14,4985.0,356.07142857142856,3.0,2
192.168.1.11:50835-192.168.1.12:80,4,812.0,203.0,3.0,1
192.168.1.11:50836-192.168.1.10:80,7,2799.0,399.85714285714283,0.0,2
192.168.1.11:50836-192.168.1.12:80,8,1854.0,231.75,5.0,2
192.168.1.11:50837-192.168.1.12:80,4,782.0,195.5,3.0,1
192.168.1.11:50838-192.168.1.10:80,12,5063.0,421.9166666666667,0.0,2
192.168.1.11:50838-192.168.1.12:80,13,4262.0,327.84615384615387,5.0,2
192.168.1.11:50839-192.168.1.12:80,4,851.0,212.75,3.0,1
192.168.1.11:50840-192.168.1.10:80,15,4472.0,298.1333333333333,6.0,2
192.168.1.11:50840-192.168.1.12:80,14,4117.0,294.07142857142856,5.0,2
192.168.1.11:50841-192.168.1.12:80,4,607.0,151.75,3.0,1
192.168.1.11:50842-192.168.1.10:80,17,5120.0,301.1764705882353,6.0,2
192.168.1.11:50842-192.168.1.12:80,14,4156.0,296.85714285714283,5.0,2
192.168.1.11:50843-192.168.1.12:80,4,705.0,176.25,3.0,1
192.168.1.11:50844-192.168.1.10:80,13,3495.0,268.84615384615387,6.0,2
192.168.1.11:50844-192.168.1.12:80,11,2833.0,257.54545454545456,5.0,2
192.168.1.11:50845-192.168.1.12:80,4,576.0,144.0,3.0,1
192.168.1.11:50846-192.168.1.10:80,4,1691.0,422.75,0.0,2
192.168.1.11:50846-192.168.1.12:80,12,3876.0,323.0,3.0,2
192.168.1.11:50847-192.168.1.12:80,4,722.0,180.5,3.0,1
192.168.1.11:50848-192.168.1.10:80,12,3072.0,256.0,6.0,2
192.168.1.11:50848-192.168.1.12:80,17,5270.0,310.0,5.0,2
192.168.1.11:50849-192.168.1.12:80,4,701.0,175.25,3.0,1
192.168.1.11:50850-192.168.1.10:80,22,7186.0,326.6363636363636,6.0,2
192.168.1.11:50850-192.168.1.12:80,8,2253.0,281.625,3.0,2
192.168.1.11:50851-192.168.1.12:80,4,650.0,162.5,3.0,1
192.168.1.11:50852-192.168.1.10:80,16,3480.0,217.5,10.0,2
192.168.1.11:50852-192.168.1.12:80,12,3439.0,286.5833333333333,5.0,2
192.168.1.11:50853-192.168.1.12:80,5,675.0,135.0,4.0,1
192.168.1.11:50854-192.168.1.10:80,8,3276.0,409.5,0.0,2
192.168.1.11:50854-192.168.1.12:80,13,4037.0,310.53846153846155,5.0,2
192.168.1.11:50855-192.168.1.12:80,5,743.0,148.6,4.0,1
192.168.1.11:50856-192.168.1.10:80,7,3070.0,438.57142857142856,0.0,2
192.168.1.11:50856-192.168.1.12:80,15,4475.0,298.3333333333333,5.0,2
192.168.1.11:50857-192.168.1.12:80,5,726.0,145.2,4.0,1
192.168.1.11:50858-192.168.1.10:80,32,7623.0,238.21875,17.0,2
192.168.1.11:50858-192.168.1.12:80,15,4463.0,297.53333333333336,6.0,2
192.168.1.11:50860-192.168.1.10:80,7,2848.0,406.85714285714283,0.0,2
192.168.1.11:50860-192.168.1.12:80,14,3715.0,265.35714285714283,6.0,2
192.168.1.11:50861-192.168.1.12:80,4,616.0,154.0,3.0,1
192.168.1.11:50862-192.168.1.10:80,16,4178.0,261.125,7.0,2
192.168.1.11:50862-192.168.1.12:80,12,2894.0,241.16666666666666,6.0,2
192.168.1.11:50864-192.168.1.10:80,19,5517.0,290.36842105263156,7.0,2
192.168.1.11:50864-192.168.1.12:80,19,5923.0,311.7368421052632,6.0,2
192.168.1.11:50866-192.168.1.10:80,6,2533.0,422.1666666666667,0.0,2
192.168.1.11:50866-192.168.1.12:80,14,3827.0,273.35714285714283,6.0,2
192.168.1.11:50868-192.168.1.10:80,13,3616.0,278.15384615384613,6.0,2
192.168.1.11:50868-192.168.1.12:80,14,4002.0,285.85714285714283,6.0,2
192.168.1.11:50870-192.168.1.10:80,27,5901.0,218.55555555555554,15.0,2
192.168.1.11:50870-192.168.1.12:80,10,2481.0,248.1,5.0,2
192.168.1.11:50872-192.168.1.10:80,14,3613.0,258.07142857142856,6.0,2
192.168.1.11:50872-192.168.1.12:80,15,4563.0,304.2,5.0,2
192.168.1.11:50874-192.168.1.10:80,7,3029.0,432.7142857142857,0.0,2
192.168.1.11:50874-192.168.1.12:80,15,4404.0,293.6,5.0,2
192.168.1.11:50875-192.168.1.12:80,4,688.0,172.0,3.0,1
192.168.1.11:50876-192.168.1.10:80,18,5417.0,300.94444444444446,6.0,2
192.168.1.11:50876-192.168.1.12:80,15,4509.0,300.6,5.0,2
192.168.1.11:50877-192.168.1.12:80,4,603.0,150.75,3.0,1
192.168.1.11:50878-192.168.1.10:80,12,2828.0,235.66666666666666,6.0,2
192.168.1.11:50878-192.168.1.12:80,13,3720.0,286.15384615384613,5.0,2
192.168.1.11:50879-192.168.1.12:80,4,787.0,196.75,3.0,1
192.168.1.11:50880-192.168.1.10:80,10,4235.0,423.5,0.0,2
192.168.1.11:50880-192.168.1.12:80,12,3514.0,292.8333333333333,5.0,2
192.168.1.11:50881-192.168.1.12:80,4,576.0,144.0,3.0,1
192.168.1.11:50882-192.168.1.10:80,16,4515.0,282.1875,6.0,2
192.168.1.11:50882-192.168.1.12:80,16,5048.0,315.5,5.0,2
192.168.1.11:50883-192.168.1.12:80,4,789.0,197.25,3.0,1
192.168.1.11:50884-192.168.1.10:80,13,3398.0,261.38461538461536,6.0,2
192.168.1.11:50884-192.168.1.12:80,19,6297.0,331.42105263157896,5.0,2
192.168.1.11:50885-192.168.1.12:80,4,654.0,163.5,3.0,1
192.168.1.11:50886-192.168.1.10:80,16,4494.0,280.875,6.0,2
192.168.1.11:50886-192.168.1.12:80,21,6332.0,301.5238095238095,7.0,2
192.168.1.11:50887-192.168.1.12:80,4,524.0,131.0,3.0,1
192.168.1.11:50888-192.168.1.10:80,15,6002.0,400.1333333333333,0.0,2
