window_id,start_time,end_time,total_packets,total_bytes,avg_packet_size,avg_payload_size,packet_rate,small_packet_ratio,syn_count,ack_count,fin_count,label
342379,1698547294.907962,1698547295.407962,6,2060.0,343.3333333333333,277.3333333333333,12.0,0.0,0,6,0,0
342381,1698547295.907962,1698547296.407962,4,1464.0,366.0,300.0,8.0,0.0,0,4,0,0
342383,1698547296.907962,1698547297.407962,4,1602.0,400.5,334.5,8.0,0.0,0,4,0,0
342385,1698547297.907962,1698547298.407962,2,688.0,344.0,278.0,4.0,0.0,0,2,0,0
342386,1698547298.407962,1698547298.907962,2,676.0,338.0,272.0,4.0,0.0,0,2,0,0
342388,1698547299.407962,1698547299.907962,4,1382.0,345.5,279.5,8.0,0.0,0,4,0,0
342390,1698547300.407962,1698547300.907962,2,714.0,357.0,291.0,4.0,0.0,0,2,0,0
342391,1698547300.907962,1698547301.407962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342393,1698547301.907962,1698547302.407962,4,1396.0,349.0,283.0,8.0,0.0,0,4,0,0
342395,1698547302.907962,1698547303.407962,4,1372.0,343.0,277.0,8.0,0.0,0,4,0,0
342397,1698547303.907962,1698547304.407962,2,670.0,335.0,269.0,4.0,0.0,0,2,0,0
342398,1698547304.407962,1698547304.907962,2,648.0,324.0,258.0,4.0,0.0,0,2,0,0
342399,1698547304.907962,1698547305.407962,2,736.0,368.0,302.0,4.0,0.0,0,2,0,0
342400,1698547305.407962,1698547305.907962,2,656.0,328.0,262.0,4.0,0.0,0,2,0,0
342402,1698547306.407962,1698547306.907962,4,1444.0,361.0,295.0,8.0,0.0,0,4,0,0
342404,1698547307.407962,1698547307.907962,2,742.0,371.0,305.0,4.0,0.0,0,2,0,0
342405,1698547307.907962,1698547308.407962,2,604.0,302.0,236.0,4.0,0.0,0,2,0,0
342406,1698547308.407962,1698547308.907962,4,1322.0,330.5,264.5,8.0,0.0,0,4,0,0
342407,1698547308.907962,1698547309.407962,8,2608.0,326.0,260.0,16.0,0.0,0,8,0,0
342409,1698547309.907962,1698547310.407962,2,698.0,349.0,283.0,4.0,0.0,0,2,0,0
342412,1698547311.407962,1698547311.907962,2,718.0,359.0,293.0,4.0,0.0,0,2,0,0
342414,1698547312.407962,1698547312.907962,2,692.0,346.0,280.0,4.0,0.0,0,2,0,0
342416,1698547313.407962,1698547313.907962,2,738.0,369.0,303.0,4.0,0.0,0,2,0,0
342418,1698547314.407962,1698547314.907962,2,632.0,316.0,250.0,4.0,0.0,0,2,0,0
342419,1698547314.907962,1698547315.407962,2,714.0,357.0,291.0,4.0,0.0,0,2,0,0
342421,1698547315.907962,1698547316.407962,2,726.0,363.0,297.0,4.0,0.0,0,2,0,0
342422,1698547316.407962,1698547316.907962,4,1226.0,306.5,240.5,8.0,0.0,0,4,0,0
342423,1698547316.907962,1698547317.407962,2,692.0,346.0,280.0,4.0,0.0,0,2,0,0
342426,1698547318.407962,1698547318.907962,2,682.0,341.0,275.0,4.0,0.0,0,2,0,0
342428,1698547319.407962,1698547319.907962,2,708.0,354.0,288.0,4.0,0.0,0,2,0,0
342430,1698547320.407962,1698547320.907962,2,678.0,339.0,273.0,4.0,0.0,0,2,0,0
342431,1698547320.907962,1698547321.407962,4,1248.0,312.0,246.0,8.0,0.0,0,4,0,0
342433,1698547321.907962,1698547322.407962,4,1412.0,353.0,287.0,8.0,0.0,0,4,0,0
342435,1698547322.907962,1698547323.407962,2,708.0,354.0,288.0,4.0,0.0,0,2,0,0
342438,1698547324.407962,1698547324.907962,2,492.0,246.0,180.0,4.0,0.0,0,2,0,0
342440,1698547325.407962,1698547325.907962,2,736.0,368.0,302.0,4.0,0.0,0,2,0,0
342443,1698547326.907962,1698547327.407962,2,738.0,369.0,303.0,4.0,0.0,0,2,0,0
342445,1698547327.907962,1698547328.407962,2,692.0,346.0,280.0,4.0,0.0,0,2,0,0
342447,1698547328.907962,1698547329.407962,2,734.0,367.0,301.0,4.0,0.0,0,2,0,0
342448,1698547329.407962,1698547329.907962,4,1356.0,339.0,273.0,8.0,0.0,0,4,0,0
342450,1698547330.407962,1698547330.907962,2,766.0,383.0,317.0,4.0,0.0,0,2,0,0
342452,1698547331.407962,1698547331.907962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342453,1698547331.907962,1698547332.407962,2,540.0,270.0,204.0,4.0,0.0,0,2,0,0
342454,1698547332.407962,1698547332.907962,2,676.0,338.0,272.0,4.0,0.0,0,2,0,0
342455,1698547332.907962,1698547333.407962,4,1308.0,327.0,261.0,8.0,0.0,0,4,0,0
342457,1698547333.907962,1698547334.407962,2,760.0,380.0,314.0,4.0,0.0,0,2,0,0
342458,1698547334.407962,1698547334.907962,2,640.0,320.0,254.0,4.0,0.0,0,2,0,0
342459,1698547334.907962,1698547335.407962,2,718.0,359.0,293.0,4.0,0.0,0,2,0,0
342462,1698547336.407962,1698547336.907962,2,704.0,352.0,286.0,4.0,0.0,0,2,0,0
342464,1698547337.407962,1698547337.907962,4,1340.0,335.0,269.0,8.0,0.0,0,4,0,0
342465,1698547337.907962,1698547338.407962,4,1288.0,322.0,256.0,8.0,0.0,0,4,0,0
342466,1698547338.407962,1698547338.907962,2,612.0,306.0,240.0,4.0,0.0,0,2,0,0
342467,1698547338.907962,1698547339.407962,2,792.0,396.0,330.0,4.0,0.0,0,2,0,0
342469,1698547339.907962,1698547340.407962,2,766.0,383.0,317.0,4.0,0.0,0,2,0,0
342471,1698547340.907962,1698547341.407962,2,776.0,388.0,322.0,4.0,0.0,0,2,0,0
342473,1698547341.907962,1698547342.407962,4,1350.0,337.5,271.5,8.0,0.0,0,4,0,0
342474,1698547342.407962,1698547342.907962,2,720.0,360.0,294.0,4.0,0.0,0,2,0,0
342476,1698547343.407962,1698547343.907962,2,692.0,346.0,280.0,4.0,0.0,0,2,0,0
342478,1698547344.407962,1698547344.907962,2,742.0,371.0,305.0,4.0,0.0,0,2,0,0
342481,1698547345.907962,1698547346.407962,2,754.0,377.0,311.0,4.0,0.0,0,2,0,0
342483,1698547346.907962,1698547347.407962,2,698.0,349.0,283.0,4.0,0.0,0,2,0,0
342486,1698547348.407962,1698547348.907962,2,690.0,345.0,279.0,4.0,0.0,0,2,0,0
342488,1698547349.407962,1698547349.907962,8,2618.0,327.25,261.25,16.0,0.0,0,8,0,0
342489,1698547349.907962,1698547350.407962,2,786.0,393.0,327.0,4.0,0.0,0,2,0,0
342490,1698547350.407962,1698547350.907962,2,720.0,360.0,294.0,4.0,0.0,0,2,0,0
342491,1698547350.907962,1698547351.407962,4,1354.0,338.5,272.5,8.0,0.0,0,4,0,0
342492,1698547351.407962,1698547351.907962,4,1298.0,324.5,258.5,8.0,0.0,0,4,0,0
342496,1698547353.407962,1698547353.907962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342502,1698547356.407962,1698547356.907962,2,660.0,330.0,264.0,4.0,0.0,0,2,0,0
342504,1698547357.407962,1698547357.907962,2,660.0,330.0,264.0,4.0,0.0,0,2,0,0
342506,1698547358.407962,1698547358.907962,2,654.0,327.0,261.0,4.0,0.0,0,2,0,0
342510,1698547360.407962,1698547360.907962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342513,1698547361.907962,1698547362.407962,2,698.0,349.0,283.0,4.0,0.0,0,2,0,0
342520,1698547365.407962,1698547365.907962,2,634.0,317.0,251.0,4.0,0.0,0,2,0,0
342522,1698547366.407962,1698547366.907962,2,656.0,328.0,262.0,4.0,0.0,0,2,0,0
342525,1698547367.907962,1698547368.407962,4,1288.0,322.0,256.0,8.0,0.0,0,4,0,0
342526,1698547368.407962,1698547368.907962,2,670.0,335.0,269.0,4.0,0.0,0,2,0,0
342530,1698547370.407962,1698547370.907962,2,662.0,331.0,265.0,4.0,0.0,0,2,0,0
342532,1698547371.407962,1698547371.907962,4,1368.0,342.0,276.0,8.0,0.0,0,4,0,0
342534,1698547372.407962,1698547372.907962,2,648.0,324.0,258.0,4.0,0.0,0,2,0,0
342535,1698547372.907962,1698547373.407962,4,1338.0,334.5,268.5,8.0,0.0,0,4,0,0
342556,1698547383.407962,1698547383.907962,4,1138.0,284.5,218.5,8.0,0.0,0,4,0,0
342558,1698547384.407962,1698547384.907962,2,764.0,382.0,316.0,4.0,0.0,0,2,0,0
342561,1698547385.907962,1698547386.407962,2,770.0,385.0,319.0,4.0,0.0,0,2,0,0
342563,1698547386.907962,1698547387.407962,2,728.0,364.0,298.0,4.0,0.0,0,2,0,0
342566,1698547388.407962,1698547388.907962,2,746.0,373.0,307.0,4.0,0.0,0,2,0,0
342568,1698547389.407962,1698547389.907962,4,1556.0,389.0,323.0,8.0,0.0,0,4,0,0
342571,1698547390.907962,1698547391.407962,2,770.0,385.0,319.0,4.0,0.0,0,2,0,0
342573,1698547391.907962,1698547392.407962,4,1334.0,333.5,267.5,8.0,0.0,0,4,0,0
342575,1698547392.907962,1698547393.407962,6,2090.0,348.3333333333333,282.3333333333333,12.0,0.0,0,6,0,0
342577,1698547393.907962,1698547394.407962,2,664.0,332.0,266.0,4.0,0.0,0,2,0,0
342578,1698547394.407962,1698547394.907962,2,698.0,349.0,283.0,4.0,0.0,0,2,0,0
342580,1698547395.407962,1698547395.907962,4,1450.0,362.5,296.5,8.0,0.0,0,4,0,0
342583,1698547396.907962,1698547397.407962,4,1364.0,341.0,275.0,8.0,0.0,0,4,0,0
342585,1698547397.907962,1698547398.407962,4,1386.0,346.5,280.5,8.0,0.0,0,4,0,0
342586,1698547398.407962,1698547398.907962,2,630.0,315.0,249.0,4.0,0.0,0,2,0,0
342587,1698547398.907962,1698547399.407962,4,1442.0,360.5,294.5,8.0,0.0,0,4,0,0
342588,1698547399.407962,1698547399.907962,2,656.0,328.0,262.0,4.0,0.0,0,2,0,0
342589,1698547399.907962,1698547400.407962,6,2112.0,352.0,286.0,12.0,0.0,0,6,0,0
342590,1698547400.407962,1698547400.907962,4,1450.0,362.5,296.5,8.0,0.0,0,4,0,0
342592,1698547401.407962,1698547401.907962,4,1398.0,349.5,283.5,8.0,0.0,0,4,0,0
342593,1698547401.907962,1698547402.407962,2,670.0,335.0,269.0,4.0,0.0,0,2,0,0
342594,1698547402.407962,1698547402.907962,2,674.0,337.0,271.0,4.0,0.0,0,2,0,0
342595,1698547402.907962,1698547403.407962,2,696.0,348.0,282.0,4.0,0.0,0,2,0,0
342596,1698547403.407962,1698547403.907962,4,1468.0,367.0,301.0,8.0,0.0,0,4,0,0
342597,1698547403.907962,1698547404.407962,2,714.0,357.0,291.0,4.0,0.0,0,2,0,0
342598,1698547404.407962,1698547404.907962,2,716.0,358.0,292.0,4.0,0.0,0,2,0,0
342599,1698547404.907962,1698547405.407962,4,1430.0,357.5,291.5,8.0,0.0,0,4,0,0
342601,1698547405.907962,1698547406.407962,4,1516.0,379.0,313.0,8.0,0.0,0,4,0,0
342603,1698547406.907962,1698547407.407962,6,2026.0,337.6666666666667,271.6666666666667,12.0,0.0,0,6,0,0
342604,1698547407.407962,1698547407.907962,2,804.0,402.0,336.0,4.0,0.0,0,2,0,0
342605,1698547407.907962,1698547408.407962,2,630.0,315.0,249.0,4.0,0.0,0,2,0,0
342606,1698547408.407962,1698547408.907962,4,1446.0,361.5,295.5,8.0,0.0,0,4,0,0
342608,1698547409.407962,1698547409.907962,6,2136.0,356.0,290.0,12.0,0.0,0,6,0,0
342611,1698547410.907962,1698547411.407962,4,1404.0,351.0,285.0,8.0,0.0,0,4,0,0
342612,1698547411.407962,1698547411.907962,4,1356.0,339.0,273.0,8.0,0.0,0,4,0,0
342613,1698547411.907962,1698547412.407962,4,1378.0,344.5,278.5,8.0,0.0,0,4,0,0
342615,1698547412.907962,1698547413.407962,2,708.0,354.0,288.0,4.0,0.0,0,2,0,0
342616,1698547413.407962,1698547413.907962,4,1410.0,352.5,286.5,8.0,0.0,0,4,0,0
342617,1698547413.907962,1698547414.407962,2,672.0,336.0,270.0,4.0,0.0,0,2,0,0
342618,1698547414.407962,1698547414.907962,6,1954.0,325.6666666666667,259.6666666666667,12.0,0.0,0,6,0,0
342619,1698547414.907962,1698547415.407962,6,1888.0,314.6666666666667,252.66666666666666,12.0,0.0,0,6,0,0
342620,1698547415.407962,1698547415.907962,2,844.0,422.0,356.0,4.0,0.0,0,2,0,0
342621,1698547415.907962,1698547416.407962,2,764.0,382.0,316.0,4.0,0.0,0,2,0,0
342622,1698547416.407962,1698547416.907962,2,704.0,352.0,286.0,4.0,0.0,0,2,0,0
342623,1698547416.907962,1698547417.407962,4,1400.0,350.0,284.0,8.0,0.0,0,4,0,0
342624,1698547417.407962,1698547417.907962,6,1930.0,321.6666666666667,255.66666666666666,12.0,0.0,0,6,0,0
342625,1698547417.907962,1698547418.407962,4,1536.0,384.0,318.0,8.0,0.0,0,4,0,0
342626,1698547418.407962,1698547418.907962,4,1364.0,341.0,275.0,8.0,0.0,0,4,0,0
342627,1698547418.907962,1698547419.407962,4,1268.0,317.0,251.0,8.0,0.0,0,4,0,0
342628,1698547419.407962,1698547419.907962,6,2128.0,354.6666666666667,288.6666666666667,12.0,0.0,0,6,0,0
342629,1698547419.907962,1698547420.407962,6,2068.0,344.6666666666667,278.6666666666667,12.0,0.0,0,6,0,0
342630,1698547420.407962,1698547420.907962,4,1386.0,346.5,280.5,8.0,0.0,0,4,0,0
342631,1698547420.907962,1698547421.407962,4,1324.0,331.0,265.0,8.0,0.0,0,4,0,0
342632,1698547421.407962,1698547421.907962,4,1338.0,334.5,268.5,8.0,0.0,0,4,0,0
342633,1698547421.907962,1698547422.407962,6,2196.0,366.0,300.0,12.0,0.0,0,6,0,0
342634,1698547422.407962,1698547422.907962,4,1478.0,369.5,303.5,8.0,0.0,0,4,0,0
342635,1698547422.907962,1698547423.407962,6,2266.0,377.6666666666667,311.6666666666667,12.0,0.0,0,6,0,0
342636,1698547423.407962,1698547423.907962,2,678.0,339.0,273.0,4.0,0.0,0,2,0,0
342637,1698547423.907962,1698547424.407962,4,1272.0,318.0,252.0,8.0,0.0,0,4,0,0
342638,1698547424.407962,1698547424.907962,8,2816.0,352.0,286.0,16.0,0.0,0,8,0,0
342640,1698547425.407962,1698547425.907962,4,1496.0,374.0,308.0,8.0,0.0,0,4,0,0
342641,1698547425.907962,1698547426.407962,4,1420.0,355.0,289.0,8.0,0.0,0,4,0,0
342642,1698547426.407962,1698547426.907962,4,1540.0,385.0,319.0,8.0,0.0,0,4,0,0
342643,1698547426.907962,1698547427.407962,6,2100.0,350.0,284.0,12.0,0.0,0,6,0,0
342644,1698547427.407962,1698547427.907962,2,668.0,334.0,268.0,4.0,0.0,0,2,0,0
342645,1698547427.907962,1698547428.407962,6,2086.0,347.6666666666667,281.6666666666667,12.0,0.0,0,6,0,0
342646,1698547428.407962,1698547428.907962,2,690.0,345.0,279.0,4.0,0.0,0,2,0,0
342647,1698547428.907962,1698547429.407962,10,3336.0,333.6,267.6,20.0,0.0,0,10,0,0
342648,1698547429.407962,1698547429.907962,8,2696.0,337.0,271.0,16.0,0.0,0,8,0,0
342649,1698547429.907962,1698547430.407962,4,1452.0,363.0,297.0,8.0,0.0,0,4,0,0
342650,1698547430.407962,1698547430.907962,2,732.0,366.0,300.0,4.0,0.0,0,2,0,0
342651,1698547430.907962,1698547431.407962,2,712.0,356.0,290.0,4.0,0.0,0,2,0,0
342652,1698547431.407962,1698547431.907962,4,1380.0,345.0,279.0,8.0,0.0,0,4,0,0
342653,1698547431.907962,1698547432.407962,4,1402.0,350.5,284.5,8.0,0.0,0,4,0,0
342654,1698547432.407962,1698547432.907962,6,2162.0,360.3333333333333,294.3333333333333,12.0,0.0,0,6,0,0
342655,1698547432.907962,1698547433.407962,4,1380.0,345.0,279.0,8.0,0.0,0,4,0,0
342656,1698547433.407962,1698547433.907962,4,1468.0,367.0,301.0,8.0,0.0,0,4,0,0
342657,1698547433.907962,1698547434.407962,4,1362.0,340.5,274.5,8.0,0.0,0,4,0,0
342658,1698547434.407962,1698547434.907962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342659,1698547434.907962,1698547435.407962,4,1282.0,320.5,254.5,8.0,0.0,0,4,0,0
342660,1698547435.407962,1698547435.907962,8,2882.0,360.25,294.25,16.0,0.0,0,8,0,0
342661,1698547435.907962,1698547436.407962,4,1442.0,360.5,294.5,8.0,0.0,0,4,0,0
342662,1698547436.407962,1698547436.907962,2,714.0,357.0,291.0,4.0,0.0,0,2,0,0
342663,1698547436.907962,1698547437.407962,4,1386.0,346.5,280.5,8.0,0.0,0,4,0,0
342664,1698547437.407962,1698547437.907962,4,1416.0,354.0,288.0,8.0,0.0,0,4,0,0
342665,1698547437.907962,1698547438.407962,2,682.0,341.0,275.0,4.0,0.0,0,2,0,0
342666,1698547438.407962,1698547438.907962,4,1418.0,354.5,288.5,8.0,0.0,0,4,0,0
342667,1698547438.907962,1698547439.407962,4,1478.0,369.5,303.5,8.0,0.0,0,4,0,0
342668,1698547439.407962,1698547439.907962,2,752.0,376.0,310.0,4.0,0.0,0,2,0,0
342669,1698547439.907962,1698547440.407962,4,1448.0,362.0,296.0,8.0,0.0,0,4,0,0
342670,1698547440.407962,1698547440.907962,2,716.0,358.0,292.0,4.0,0.0,0,2,0,0
342671,1698547440.907962,1698547441.407962,4,1406.0,351.5,285.5,8.0,0.0,0,4,0,0
342672,1698547441.407962,1698547441.907962,4,1462.0,365.5,299.5,8.0,0.0,0,4,0,0
342673,1698547441.907962,1698547442.407962,2,712.0,356.0,290.0,4.0,0.0,0,2,0,0
342674,1698547442.407962,1698547442.907962,6,2056.0,342.6666666666667,276.6666666666667,12.0,0.0,0,6,0,0
342675,1698547442.907962,1698547443.407962,4,1328.0,332.0,266.0,8.0,0.0,0,4,0,0
342676,1698547443.407962,1698547443.907962,6,2078.0,346.3333333333333,280.3333333333333,12.0,0.0,0,6,0,0
342677,1698547443.907962,1698547444.407962,2,720.0,360.0,294.0,4.0,0.0,0,2,0,0
342678,1698547444.407962,1698547444.907962,2,740.0,370.0,304.0,4.0,0.0,0,2,0,0
342679,1698547444.907962,1698547445.407962,4,1192.0,298.0,232.0,8.0,0.0,0,4,0,0
342680,1698547445.407962,1698547445.907962,2,666.0,333.0,267.0,4.0,0.0,0,2,0,0
342681,1698547445.907962,1698547446.407962,2,720.0,360.0,294.0,4.0,0.0,0,2,0,0
342683,1698547446.907962,1698547447.407962,2,600.0,300.0,234.0,4.0,0.0,0,2,0,0
342684,1698547447.407962,1698547447.907962,2,710.0,355.0,289.0,4.0,0.0,0,2,0,0
342685,1698547447.907962,1698547448.407962,2,624.0,312.0,246.0,4.0,0.0,0,2,0,0
342686,1698547448.407962,1698547448.907962,4,1310.0,327.5,261.5,8.0,0.0,0,4,0,0
342689,1698547449.907962,1698547450.407962,2,658.0,329.0,263.0,4.0,0.0,0,2,0,0
342691,1698547450.907962,1698547451.407962,2,680.0,340.0,274.0,4.0,0.0,0,2,0,0
342692,1698547451.407962,1698547451.907962,2,610.0,305.0,239.0,4.0,0.0,0,2,0,0
342693,1698547451.907962,1698547452.407962,4,1396.0,349.0,283.0,8.0,0.0,0,4,0,0
342694,1698547452.407962,1698547452.907962,6,1992.0,332.0,266.0,12.0,0.0,0,6,0,0
342695,1698547452.907962,1698547453.407962,2,724.0,362.0,296.0,4.0,0.0,0,2,0,0
342696,1698547453.407962,1698547453.907962,2,808.0,404.0,338.0,4.0,0.0,0,2,0,0
342697,1698547453.907962,1698547454.407962,2,668.0,334.0,268.0,4.0,0.0,0,2,0,0
342698,1698547454.407962,1698547454.907962,4,1338.0,334.5,268.5,8.0,0.0,0,4,0,0
342699,1698547454.907962,1698547455.407962,6,1956.0,326.0,260.0,12.0,0.0,0,6,0,0
342700,1698547455.407962,1698547455.907962,2,742.0,371.0,305.0,4.0,0.0,0,2,0,0
342701,1698547455.907962,1698547456.407962,4,1448.0,362.0,296.0,8.0,0.0,0,4,0,0
342702,1698547456.407962,1698547456.907962,8,2606.0,325.75,259.75,16.0,0.0,0,8,0,0
342703,1698547456.907962,1698547457.407962,2,716.0,358.0,292.0,4.0,0.0,0,2,0,0
342704,1698547457.407962,1698547457.907962,6,2048.0,341.3333333333333,275.3333333333333,12.0,0.0,0,6,0,0
342705,1698547457.907962,1698547458.407962,2,716.0,358.0,292.0,4.0,0.0,0,2,0,0
342707,1698547458.907962,1698547459.407962,2,676.0,338.0,272.0,4.0,0.0,0,2,0,0
342708,1698547459.407962,1698547459.907962,2,748.0,374.0,308.0,4.0,0.0,0,2,0,0
342709,1698547459.907962,1698547460.407962,2,748.0,374.0,308.0,4.0,0.0,0,2,0,0
342710,1698547460.407962,1698547460.907962,4,1386.0,346.5,280.5,8.0,0.0,0,4,0,0
342711,1698547460.907962,1698547461.407962,2,774.0,387.0,321.0,4.0,0.0,0,2,0,0
342712,1698547461.407962,1698547461.907962,2,796.0,398.0,332.0,4.0,0.0,0,2,0,0
342713,1698547461.907962,1698547462.407962,4,1496.0,374.0,308.0,8.0,0.0,0,4,0,0
342714,1698547462.407962,1698547462.907962,2,630.0,315.0,249.0,4.0,0.0,0,2,0,0
342715,1698547462.907962,1698547463.407962,4,1322.0,330.5,264.5,8.0,0.0,0,4,0,0
342716,1698547463.407962,1698547463.907962,4,1348.0,337.0,271.0,8.0,0.0,0,4,0,0
342717,1698547463.907962,1698547464.407962,2,768.0,384.0,318.0,4.0,0.0,0,2,0,0
342718,1698547464.407962,1698547464.907962,4,1466.0,366.5,300.5,8.0,0.0,0,4,0,0
342719,1698547464.907962,1698547465.407962,2,690.0,345.0,279.0,4.0,0.0,0,2,0,0
342720,1698547465.407962,1698547465.907962,6,2104.0,350.6666666666667,284.6666666666667,12.0,0.0,0,6,0,0
342721,1698547465.907962,1698547466.407962,6,2058.0,343.0,277.0,12.0,0.0,0,6,0,0
342722,1698547466.407962,1698547466.907962,4,1420.0,355.0,289.0,8.0,0.0,0,4,0,0
342723,1698547466.907962,1698547467.407962,6,2030.0,338.3333333333333,272.3333333333333,12.0,0.0,0,6,0,0
342724,1698547467.407962,1698547467.907962,4,1480.0,370.0,304.0,8.0,0.0,0,4,0,0
342725,1698547467.907962,1698547468.407962,2,688.0,344.0,278.0,4.0,0.0,0,2,0,0
342726,1698547468.407962,1698547468.907962,4,1368.0,342.0,276.0,8.0,0.0,0,4,0,0
342727,1698547468.907962,1698547469.407962,4,1476.0,369.0,303.0,8.0,0.0,0,4,0,0
342728,1698547469.407962,1698547469.907962,4,1440.0,360.0,294.0,8.0,0.0,0,4,0,0
342729,1698547469.907962,1698547470.407962,2,658.0,329.0,263.0,4.0,0.0,0,2,0,0
342730,1698547470.407962,1698547470.907962,2,732.0,366.0,300.0,4.0,0.0,0,2,0,0
342731,1698547470.907962,1698547471.407962,6,2160.0,360.0,294.0,12.0,0.0,0,6,0,0
342732,1698547471.407962,1698547471.907962,2,712.0,356.0,290.0,4.0,0.0,0,2,0,0
342733,1698547471.907962,1698547472.407962,2,696.0,348.0,282.0,4.0,0.0,0,2,0,0
342734,1698547472.407962,1698547472.907962,4,1486.0,371.5,305.5,8.0,0.0,0,4,0,0
342736,1698547473.407962,1698547473.907962,4,1370.0,342.5,276.5,8.0,0.0,0,4,0,0
342737,1698547473.907962,1698547474.407962,2,632.0,316.0,250.0,4.0,0.0,0,2,0,0
342738,1698547474.407962,1698547474.907962,4,1474.0,368.5,302.5,8.0,0.0,0,4,0,0
342739,1698547474.907962,1698547475.407962,2,726.0,363.0,297.0,4.0,0.0,0,2,0,0
342740,1698547475.407962,1698547475.907962,2,722.0,361.0,295.0,4.0,0.0,0,2,0,0
342741,1698547475.907962,1698547476.407962,8,2558.0,319.75,253.75,16.0,0.0,0,8,0,0
342742,1698547476.407962,1698547476.907962,4,1230.0,307.5,241.5,8.0,0.0,0,4,0,0
342743,1698547476.907962,1698547477.407962,4,1364.0,341.0,275.0,8.0,0.0,0,4,0,0
342744,1698547477.407962,1698547477.907962,2,686.0,343.0,277.0,4.0,0.0,0,2,0,0
342745,1698547477.907962,1698547478.407962,4,1442.0,360.5,294.5,8.0,0.0,0,4,0,0
342746,1698547478.407962,1698547478.907962,2,688.0,344.0,278.0,4.0,0.0,0,2,0,0
342747,1698547478.907962,1698547479.407962,2,716.0,358.0,292.0,4.0,0.0,0,2,0,0
342748,1698547479.407962,1698547479.907962,6,1992.0,332.0,266.0,12.0,0.0,0,6,0,0
342749,1698547479.907962,1698547480.407962,6,1914.0,319.0,253.0,12.0,0.0,0,6,0,0
342750,1698547480.407962,1698547480.907962,4,1404.0,351.0,285.0,8.0,0.0,0,4,0,0
342751,1698547480.907962,1698547481.407962,2,700.0,350.0,284.0,4.0,0.0,0,2,0,0
342752,1698547481.407962,1698547481.907962,6,2074.0,345.6666666666667,279.6666666666667,12.0,0.0,0,6,0,0
342753,1698547481.907962,1698547482.407962,8,2714.0,339.25,273.25,16.0,0.0,0,8,0,0
342754,1698547482.407962,1698547482.907962,2,784.0,392.0,326.0,4.0,0.0,0,2,0,0
342755,1698547482.907962,1698547483.407962,2,756.0,378.0,312.0,4.0,0.0,0,2,0,0
342756,1698547483.407962,1698547483.907962,2,714.0,357.0,291.0,4.0,0.0,0,2,0,0
342757,1698547483.907962,1698547484.407962,6,2006.0,334.3333333333333,268.3333333333333,12.0,0.0,0,6,0,0
342758,1698547484.407962,1698547484.907962,2,684.0,342.0,276.0,4.0,0.0,0,2,0,0
342759,1698547484.907962,1698547485.407962,6,2042.0,340.3333333333333,274.3333333333333,12.0,0.0,0,6,0,0
342760,1698547485.407962,1698547485.907962,2,690.0,345.0,279.0,4.0,0.0,0,2,0,0
342761,1698547485.907962,1698547486.407962,2,678.0,339.0,273.0,4.0,0.0,0,2,0,0
342762,1698547486.407962,1698547486.907962,8,2852.0,356.5,290.5,16.0,0.0,0,8,0,0
342763,1698547486.907962,1698547487.407962,8,2690.0,336.25,270.25,16.0,0.0,0,8,0,0
342764,1698547487.407962,1698547487.907962,4,1314.0,328.5,262.5,8.0,0.0,0,4,0,0
342765,1698547487.907962,1698547488.407962,2,598.0,299.0,233.0,4.0,0.0,0,2,0,0
342766,1698547488.407962,1698547488.907962,2,644.0,322.0,268.0,4.0,0.0,0,2,0,0
342767,1698547488.907962,1698547489.407962,6,2000.0,333.3333333333333,267.3333333333333,12.0,0.0,0,6,0,0
342768,1698547489.407962,1698547489.907962,4,1388.0,347.0,281.0,8.0,0.0,0,4,0,0
342769,1698547489.907962,1698547490.407962,4,1262.0,315.5,255.5,8.0,0.0,0,4,0,0
342771,1698547490.907962,1698547491.407962,4,1382.0,345.5,279.5,8.0,0.0,0,4,0,0
342773,1698547491.907962,1698547492.407962,4,1276.0,319.0,259.0,8.0,0.0,0,4,0,0
342774,1698547492.407962,1698547492.907962,2,668.0,334.0,268.0,4.0,0.0,0,2,0,0
342775,1698547492.907962,1698547493.407962,6,2102.0,350.3333333333333,284.3333333333333,12.0,0.0,0,6,0,0
342776,1698547493.407962,1698547493.907962,2,732.0,366.0,300.0,4.0,0.0,0,2,0,0
342777,1698547493.907962,1698547494.407962,4,1458.0,364.5,298.5,8.0,0.0,0,4,0,0
342778,1698547494.407962,1698547494.907962,6,1966.0,327.6666666666667,261.6666666666667,12.0,0.0,0,6,0,0
342780,1698547495.407962,1698547495.907962,4,1296.0,324.0,258.0,8.0,0.0,0,4,0,0
342781,1698547495.907962,1698547496.407962,2,680.0,340.0,274.0,4.0,0.0,0,2,0,0
342782,1698547496.407962,1698547496.907962,2,702.0,351.0,285.0,4.0,0.0,0,2,0,0
342783,1698547496.907962,1698547497.407962,4,1400.0,350.0,284.0,8.0,0.0,0,4,0,0
342784,1698547497.407962,1698547497.907962,2,616.0,308.0,242.0,4.0,0.0,0,2,0,0
